kind	size	mapped to kegg	KEGG orthology IDs	pathways	reactions	unique reactions	exclusive reaction IDs
core	19	0	0	0	0	0	0
dispensable	12	0	0	0	0	0	0
accessory	4	0	0	0	0	0	0
unique	8	0	0	0	0	0	0
