,iter,f_sol
0,1.0,456.0
1,2.0,407.0
2,3.0,407.0
3,4.0,407.0
4,5.0,407.0
5,6.0,407.0
6,7.0,407.0
7,8.0,407.0
8,9.0,407.0
9,10.0,407.0
10,11.0,407.0
11,12.0,407.0
12,13.0,407.0
13,14.0,364.0
14,15.0,364.0
15,16.0,364.0
16,17.0,364.0
17,18.0,364.0
18,19.0,364.0
19,20.0,364.0
20,21.0,317.0
21,22.0,317.0
22,23.0,317.0
23,24.0,317.0
24,25.0,317.0
25,26.0,317.0
26,27.0,277.0
27,28.0,277.0
28,29.0,277.0
29,30.0,277.0
30,31.0,277.0
31,32.0,277.0
32,33.0,277.0
33,34.0,277.0
34,35.0,277.0
35,36.0,277.0
36,37.0,277.0
37,38.0,277.0
38,39.0,277.0
39,40.0,277.0
40,41.0,277.0
41,42.0,277.0
42,43.0,277.0
43,44.0,277.0
44,45.0,277.0
45,46.0,277.0
46,47.0,277.0
47,48.0,277.0
48,49.0,277.0
49,50.0,277.0
50,51.0,277.0
51,52.0,277.0
52,53.0,277.0
53,54.0,277.0
54,55.0,277.0
55,56.0,224.0
56,57.0,224.0
57,58.0,224.0
58,59.0,224.0
59,60.0,224.0
60,61.0,169.0
61,62.0,169.0
62,63.0,165.0
63,64.0,165.0
64,65.0,165.0
65,66.0,165.0
66,67.0,165.0
67,68.0,165.0
68,69.0,165.0
69,70.0,165.0
70,71.0,165.0
71,72.0,165.0
72,73.0,165.0
73,74.0,165.0
74,75.0,165.0
75,76.0,165.0
76,77.0,165.0
77,78.0,165.0
78,79.0,165.0
79,80.0,165.0
80,81.0,165.0
81,82.0,165.0
82,83.0,165.0
83,84.0,165.0
84,85.0,165.0
85,86.0,165.0
86,87.0,165.0
87,88.0,165.0
88,89.0,164.0
89,90.0,164.0
90,91.0,164.0
91,92.0,164.0
92,93.0,164.0
93,94.0,164.0
94,95.0,164.0
95,96.0,128.0
96,97.0,128.0
97,98.0,128.0
98,99.0,128.0
99,100.0,128.0
100,101.0,128.0
101,102.0,128.0
102,103.0,128.0
103,104.0,128.0
104,105.0,128.0
105,106.0,128.0
106,107.0,128.0
107,108.0,128.0
108,109.0,128.0
109,110.0,128.0
110,111.0,128.0
111,112.0,128.0
112,113.0,126.0
113,114.0,126.0
114,115.0,126.0
115,116.0,126.0
116,117.0,126.0
117,118.0,126.0
118,119.0,126.0
119,120.0,126.0
120,121.0,126.0
121,122.0,126.0
122,123.0,126.0
123,124.0,126.0
124,125.0,126.0
125,126.0,126.0
126,127.0,126.0
