ID	name	description	proteome size	mapped to kegg	KEGG orthology IDs	pathways	reactions	unique reactions	exclusive reaction IDs
AK58	NONE	NONE	24	0	0	0	0	0	0
AK83	NONE	NONE	22	0	0	0	0	0	0
BL225C	NONE	NONE	25	0	0	0	0	0	0
Rm1021	NONE	NONE	23	0	0	0	0	0	0
